txn_ref,account_number,direction,amount,currency,counterparty_name,counterparty_account,counterparty_country,channel,jurisdiction,occurred_at
TXN0005503,MT5000017935,DEBIT,2749.92,INR,Apollo Pharmacy Store,CP2023227407,IN,IMPS,IN,2026-05-23T06:34:22Z
TXN0004137,MT5000013211,CREDIT,115429.86,INR,Narang Agro Foods,CP3447781366,IN,CHEQUE,IN,2026-05-23T06:41:39Z
TXN0003609,MT5000011383,DEBIT,5809.61,INR,Hospital Billing,CP5705042592,SG,NEFT,SG,2026-05-23T06:46:35Z
TXN0000845,MT5000002779,DEBIT,43084.79,INR,PhoneNet Telecom,CP3269150598,IN,UPI,IN,2026-05-23T06:46:51Z
TXN0010431,MT5000034783,DEBIT,7568.04,INR,PhoneNet Telecom,CP3597721351,IN,NEFT,IN,2026-05-23T06:57:36Z
TXN0005196,MT5000016916,DEBIT,8671.62,INR,Cloud Kitchen Co,CP5277953030,IN,ATM,IN,2026-05-23T07:33:41Z
TXN0012574,MT5000021627,DEBIT,1737757.84,INR,Skyline Realty Developers,CP6585045641,IN,RTGS,IN,2026-05-23T07:37:08Z
TXN0001512,MT5000005311,DEBIT,11911.91,INR,City Power Board,CP6487826121,IN,UPI,IN,2026-05-23T07:43:20Z
TXN0002383,MT5000007691,CREDIT,128976.90,INR,Malhotri Hardware Mart,CP5581970919,IN,NEFT,IN,2026-05-23T07:49:23Z
TXN0007853,MT5000025578,DEBIT,15398.28,INR,City Power Board,CP2099567756,IN,CARD,IN,2026-05-23T07:52:21Z
TXN0004107,MT5000013115,DEBIT,40321.43,INR,Cloud Kitchen Co,CP1422756819,AE,IMPS,AE,2026-05-23T08:01:34Z
TXN0000942,MT5000003354,CREDIT,19997.03,INR,Apollo Pharmacy Store,CP9344824801,SG,NEFT,SG,2026-05-23T08:40:03Z
TXN0006366,MT5000020911,CREDIT,171098.29,INR,Jadhavan Jewellers,CP8274530390,IN,CHEQUE,IN,2026-05-23T08:49:47Z
TXN0000295,MT5000001009,DEBIT,1808.90,INR,Insure Life Co,CP5551462938,IN,IMPS,IN,2026-05-23T08:49:52Z
TXN0004777,MT5000015351,DEBIT,5356.52,INR,Apollo Pharmacy Store,CP1794198242,IN,UPI,IN,2026-05-23T08:49:53Z
TXN0010416,MT5000034741,DEBIT,6855.33,INR,Grocery Mart,CP1121367603,US,IMPS,US,2026-05-23T08:49:54Z
TXN0002196,MT5000007222,DEBIT,132127.39,INR,Sethuram Traders,CP8929709353,IN,CHEQUE,IN,2026-05-23T09:07:03Z
TXN0011854,MT5000039297,CREDIT,13562.96,INR,BookWorld,CP4056944323,AE,ATM,AE,2026-05-23T09:13:16Z
TXN0007262,MT5000023534,CREDIT,37017.66,INR,Hospital Billing,CP1417417254,IN,ATM,IN,2026-05-23T09:18:52Z
TXN0002419,MT5000007730,DEBIT,24381.39,INR,Cinema Plex,CP6283460450,IN,CARD,IN,2026-05-23T09:40:03Z
TXN0009339,MT5000030521,DEBIT,24236.17,INR,PhoneNet Telecom,CP6318415791,AE,IMPS,AE,2026-05-23T09:43:45Z
TXN0002382,MT5000007691,DEBIT,32572.94,INR,Iyengar Auto Parts,CP1340539413,GB,NEFT,GB,2026-05-23T09:49:21Z
TXN0001567,MT5000005407,CREDIT,39656.76,INR,Water Board,CP5119544555,IN,IMPS,IN,2026-05-23T09:56:16Z
TXN0009075,MT5000029806,DEBIT,52244.79,INR,Ganeshan Logistics,CP4049598953,IN,IMPS,IN,2026-05-23T10:02:16Z
TXN0009739,MT5000032029,DEBIT,32604.60,INR,Swiggle Foods,CP2199652625,IN,ATM,IN,2026-05-23T10:06:31Z
TXN0006924,MT5000022697,DEBIT,2069.73,INR,City Power Board,CP7995353749,IN,NEFT,IN,2026-05-23T10:21:06Z
TXN0005707,MT5000018670,CREDIT,402.13,USD,Insure Life Co,CP4546683135,IN,UPI,IN,2026-05-23T10:33:56Z
TXN0009737,MT5000032029,DEBIT,21243.84,INR,Hospital Billing,CP1888780269,IN,UPI,IN,2026-05-23T10:39:41Z
TXN0003730,MT5000011921,DEBIT,11462.20,INR,Hospital Billing,CP7441257687,IN,NEFT,IN,2026-05-23T10:48:04Z
TXN0005682,MT5000018619,DEBIT,28969.15,INR,Insure Life Co,CP9744584152,IN,UPI,IN,2026-05-23T11:02:57Z
TXN0009791,MT5000032184,CREDIT,64757.16,INR,Easwar Logistics,CP2588274904,IN,CHEQUE,IN,2026-05-23T11:17:57Z
TXN0007672,MT5000025095,CREDIT,111366.04,INR,Lokesh Infotech,CP4933081689,IN,RTGS,IN,2026-05-23T11:20:54Z
TXN0006137,MT5000020167,DEBIT,5050.26,INR,PhoneNet Telecom,CP8056168841,IN,UPI,IN,2026-05-23T11:35:04Z
TXN0006340,MT5000020769,CREDIT,68613.96,INR,Quereshi Exports,CP4621777274,IN,RTGS,IN,2026-05-23T11:45:34Z
TXN0010924,MT5000036134,CREDIT,281.18,USD,City Power Board,CP1717480331,IN,IMPS,IN,2026-05-23T11:49:40Z
TXN0003901,MT5000012554,DEBIT,33719.24,INR,BookWorld,CP8286546456,IN,NEFT,IN,2026-05-23T11:55:35Z
TXN0010304,MT5000034094,DEBIT,39533.08,INR,Grocery Mart,CP3441585515,IN,NEFT,IN,2026-05-23T11:56:20Z
TXN0001654,MT5000005712,CREDIT,37664.44,INR,Insure Life Co,CP1784914375,IN,ATM,IN,2026-05-23T12:06:12Z
TXN0007105,MT5000023061,CREDIT,73863.03,INR,Thakkar Exports,CP5210869679,IN,RTGS,IN,2026-05-23T12:07:17Z
TXN0005358,MT5000017420,CREDIT,26372.59,INR,Insure Life Co,CP9926231420,IN,UPI,IN,2026-05-23T12:18:39Z
TXN0010291,MT5000034012,DEBIT,23447.84,INR,Cloud Kitchen Co,CP2393346504,IN,UPI,IN,2026-05-23T12:21:28Z
TXN0006694,MT5000021824,DEBIT,17787.55,INR,Hospital Billing,CP8922287702,IN,UPI,IN,2026-05-23T12:33:07Z
TXN0010635,MT5000035328,DEBIT,137746.16,INR,Ganeshan Textiles,CP2950998241,IN,IMPS,IN,2026-05-23T12:35:07Z
TXN0009672,MT5000031832,CREDIT,8742.98,INR,Apollo Pharmacy Store,CP4718666093,IN,IMPS,IN,2026-05-23T12:46:01Z
TXN0009935,MT5000032628,DEBIT,11728.84,INR,Swiggle Foods,CP8335917692,IN,UPI,IN,2026-05-23T12:47:19Z
TXN0009337,MT5000030521,DEBIT,1226.70,INR,PhoneNet Telecom,CP6072001004,IN,NEFT,IN,2026-05-23T13:00:25Z
TXN0005834,MT5000019030,CREDIT,34731.29,INR,PhoneNet Telecom,CP1069923103,IN,CARD,IN,2026-05-23T13:03:09Z
TXN0011520,MT5000038178,DEBIT,20007.24,INR,School Fees Trust,CP6296941927,IN,NEFT,IN,2026-05-23T13:20:03Z
TXN0002417,MT5000007730,CREDIT,10690.22,INR,PhoneNet Telecom,CP1894175359,GB,IMPS,GB,2026-05-23T13:27:53Z
TXN0009115,MT5000029910,DEBIT,36112.31,INR,Insure Life Co,CP2999080759,IN,IMPS,IN,2026-05-23T13:33:38Z
TXN0001800,MT5000006160,CREDIT,153839.58,INR,Yeshwant Traders,CP5116002381,IN,CHEQUE,IN,2026-05-23T13:34:28Z
TXN0002247,MT5000007266,DEBIT,175471.83,INR,Quereshi Pharma Distributors,CP1568717010,IN,CHEQUE,IN,2026-05-23T14:09:05Z
TXN0008927,MT5000029395,CREDIT,57671.18,INR,Jadhavan Hardware Mart,CP3052422924,IN,CHEQUE,IN,2026-05-23T14:50:34Z
TXN0004907,MT5000015861,DEBIT,37247.41,INR,Apollo Pharmacy Store,CP4119821134,IN,CARD,IN,2026-05-23T14:56:06Z
TXN0011896,MT5000039418,CREDIT,125254.59,INR,Fernhill Logistics,CP9096726445,IN,CHEQUE,IN,2026-05-23T15:14:36Z
TXN0000729,MT5000002458,DEBIT,173.14,USD,Metro Rail Card,CP1688894653,IN,CARD,IN,2026-05-23T15:22:24Z
TXN0004192,MT5000013396,DEBIT,40811.34,INR,Apollo Pharmacy Store,CP6325655734,IN,CARD,IN,2026-05-23T15:23:25Z
TXN0009673,MT5000031832,DEBIT,9800.34,INR,Swiggle Foods,CP7973177525,IN,IMPS,IN,2026-05-23T15:29:57Z
TXN0007875,MT5000025632,DEBIT,31932.05,INR,Swiggle Foods,CP8561666201,GB,UPI,GB,2026-05-24T02:42:02Z
TXN0000658,MT5000002230,DEBIT,31461.48,INR,City Power Board,CP1896946425,IN,NEFT,IN,2026-05-24T02:42:37Z
TXN0003508,MT5000011244,DEBIT,26221.84,INR,Water Board,CP6670327534,IN,UPI,IN,2026-05-24T02:58:13Z
TXN0010101,MT5000033398,DEBIT,33852.16,INR,Metro Rail Card,CP4749054555,IN,ATM,IN,2026-05-24T03:08:23Z
TXN0007471,MT5000024339,DEBIT,23733.83,INR,Water Board,CP8264034045,IN,UPI,IN,2026-05-24T03:21:51Z
TXN0007043,MT5000023024,CREDIT,114188.24,INR,Pillaiyar Auto Parts,CP6284982699,IN,IMPS,IN,2026-05-24T03:22:01Z
TXN0011612,MT5000038422,CREDIT,25746.42,INR,Insure Life Co,CP7763257762,IN,UPI,IN,2026-05-24T03:22:39Z
TXN0007979,MT5000026205,DEBIT,113.84,USD,Metro Rail Card,CP1413208402,IN,IMPS,IN,2026-05-24T03:33:19Z
TXN0000560,MT5000002023,DEBIT,22425.38,INR,BookWorld,CP8238536261,IN,UPI,IN,2026-05-24T03:36:25Z
TXN0004956,MT5000016126,DEBIT,7358.21,INR,Metro Rail Card,CP3409809884,IN,IMPS,IN,2026-05-24T03:41:49Z
TXN0010107,MT5000033398,DEBIT,3029.15,INR,Swiggle Foods,CP4219188680,SG,ATM,SG,2026-05-24T03:44:01Z
TXN0010475,MT5000034931,DEBIT,20202.63,INR,FuelPoint,CP1025124231,IN,ATM,IN,2026-05-24T03:45:00Z
TXN0005679,MT5000018619,DEBIT,29774.20,INR,RentPay Housing,CP3044083283,IN,ATM,IN,2026-05-24T03:46:39Z
TXN0005260,MT5000017130,DEBIT,38682.63,INR,School Fees Trust,CP3441171728,IN,NEFT,IN,2026-05-24T03:52:23Z
TXN0001105,MT5000003823,CREDIT,32650.41,INR,Sethuram Exports,CP8041246170,IN,IMPS,IN,2026-05-24T03:53:58Z
TXN0008823,MT5000028953,DEBIT,10.37,USD,Water Board,CP7540648414,IN,ATM,IN,2026-05-24T04:23:18Z
TXN0005565,MT5000018251,CREDIT,115511.95,INR,Employer Payroll Pvt Ltd,CP1601314324,IN,NEFT,IN,2026-05-24T04:30:02Z
TXN0001291,MT5000004509,CREDIT,118206.31,INR,Employer Payroll Pvt Ltd,CP7705570962,IN,NEFT,IN,2026-05-24T04:30:08Z
TXN0000706,MT5000002375,CREDIT,104413.01,INR,Employer Payroll Pvt Ltd,CP5883643225,IN,NEFT,IN,2026-05-24T04:30:19Z
TXN0006600,MT5000021459,CREDIT,107846.99,INR,Employer Payroll Pvt Ltd,CP7670066988,IN,NEFT,IN,2026-05-24T04:30:29Z
TXN0005226,MT5000017049,CREDIT,120401.26,INR,Employer Payroll Pvt Ltd,CP9186055600,IN,NEFT,IN,2026-05-24T04:30:36Z
TXN0010564,MT5000035133,CREDIT,47296.35,INR,Employer Payroll Pvt Ltd,CP8965687726,IN,NEFT,IN,2026-05-24T04:30:55Z
TXN0004013,MT5000012828,CREDIT,42007.45,INR,Employer Payroll Pvt Ltd,CP9922764539,IN,NEFT,IN,2026-05-24T04:31:16Z
TXN0007223,MT5000023472,CREDIT,148780.59,INR,Employer Payroll Pvt Ltd,CP6720841305,IN,NEFT,IN,2026-05-24T04:31:29Z
TXN0010703,MT5000035481,CREDIT,125154.91,INR,Employer Payroll Pvt Ltd,CP2588167670,IN,NEFT,IN,2026-05-24T04:31:37Z
TXN0005647,MT5000018573,CREDIT,68561.37,INR,Employer Payroll Pvt Ltd,CP7356053406,IN,NEFT,IN,2026-05-24T04:31:51Z
TXN0010493,MT5000034960,CREDIT,142125.68,INR,Employer Payroll Pvt Ltd,CP1610546474,IN,NEFT,IN,2026-05-24T04:31:58Z
TXN0011944,MT5000039610,CREDIT,56406.39,INR,Employer Payroll Pvt Ltd,CP7638327346,IN,NEFT,IN,2026-05-24T04:32:00Z
TXN0005036,MT5000016393,CREDIT,42695.39,INR,Employer Payroll Pvt Ltd,CP6220990845,IN,NEFT,IN,2026-05-24T04:32:01Z
TXN0000170,MT5000000618,CREDIT,70621.26,INR,Employer Payroll Pvt Ltd,CP3018495252,IN,NEFT,IN,2026-05-24T04:32:34Z
TXN0006945,MT5000022725,CREDIT,117426.30,INR,Employer Payroll Pvt Ltd,CP1343504999,IN,NEFT,IN,2026-05-24T04:32:37Z
TXN0001075,MT5000003747,CREDIT,72213.49,INR,Employer Payroll Pvt Ltd,CP8042260341,IN,NEFT,IN,2026-05-24T04:32:56Z
TXN0002935,MT5000009446,CREDIT,122975.72,INR,Employer Payroll Pvt Ltd,CP7893208798,IN,NEFT,IN,2026-05-24T04:32:59Z
TXN0004530,MT5000014516,CREDIT,64658.05,INR,Employer Payroll Pvt Ltd,CP6049817242,IN,NEFT,IN,2026-05-24T04:33:03Z
TXN0009584,MT5000031432,CREDIT,49888.10,INR,Employer Payroll Pvt Ltd,CP1319238915,IN,NEFT,IN,2026-05-24T04:33:14Z
TXN0004965,MT5000016178,CREDIT,142225.12,INR,Employer Payroll Pvt Ltd,CP3875269437,IN,NEFT,IN,2026-05-24T04:33:20Z
TXN0011575,MT5000038366,CREDIT,145659.38,INR,Employer Payroll Pvt Ltd,CP3147851056,IN,NEFT,IN,2026-05-24T04:33:46Z
TXN0012047,MT5000039869,CREDIT,98168.82,INR,Employer Payroll Pvt Ltd,CP8029474263,IN,NEFT,IN,2026-05-24T04:33:51Z
TXN0009720,MT5000032021,CREDIT,121895.84,INR,Employer Payroll Pvt Ltd,CP1864447411,IN,NEFT,IN,2026-05-24T04:33:52Z
TXN0004696,MT5000015136,CREDIT,59932.32,INR,Employer Payroll Pvt Ltd,CP7779097374,IN,NEFT,IN,2026-05-24T04:33:54Z
TXN0006971,MT5000022812,CREDIT,46427.67,INR,Employer Payroll Pvt Ltd,CP8640944174,IN,NEFT,IN,2026-05-24T04:33:59Z
TXN0004333,MT5000014016,CREDIT,98382.94,INR,Employer Payroll Pvt Ltd,CP1130060495,IN,NEFT,IN,2026-05-24T04:34:00Z
TXN0011219,MT5000037029,CREDIT,71585.62,INR,Employer Payroll Pvt Ltd,CP2506154522,IN,NEFT,IN,2026-05-24T04:34:02Z
TXN0007694,MT5000025174,CREDIT,83988.65,INR,Employer Payroll Pvt Ltd,CP1580173506,IN,NEFT,IN,2026-05-24T04:34:15Z
TXN0006086,MT5000020032,CREDIT,46081.57,INR,Employer Payroll Pvt Ltd,CP9884211154,IN,NEFT,IN,2026-05-24T04:34:23Z
TXN0010963,MT5000036242,CREDIT,86087.30,INR,Employer Payroll Pvt Ltd,CP4299047586,IN,NEFT,IN,2026-05-24T04:34:26Z
TXN0001616,MT5000005620,CREDIT,84163.73,INR,Employer Payroll Pvt Ltd,CP7269731996,IN,NEFT,IN,2026-05-24T04:34:30Z
TXN0010721,MT5000035530,CREDIT,136589.02,INR,Employer Payroll Pvt Ltd,CP3814374908,IN,NEFT,IN,2026-05-24T04:34:31Z
TXN0002470,MT5000007973,CREDIT,61780.46,INR,Employer Payroll Pvt Ltd,CP1445150188,IN,NEFT,IN,2026-05-24T04:34:33Z
TXN0007480,MT5000024412,CREDIT,114560.24,INR,Employer Payroll Pvt Ltd,CP6342477307,IN,NEFT,IN,2026-05-24T04:34:42Z
TXN0005917,MT5000019356,CREDIT,49053.08,INR,Employer Payroll Pvt Ltd,CP8835539115,IN,NEFT,IN,2026-05-24T04:34:46Z
TXN0003240,MT5000010480,CREDIT,69780.64,INR,Employer Payroll Pvt Ltd,CP1369552271,IN,NEFT,IN,2026-05-24T04:34:48Z
TXN0005293,MT5000017228,CREDIT,52157.39,INR,Employer Payroll Pvt Ltd,CP8883681991,IN,NEFT,IN,2026-05-24T04:35:02Z
TXN0002311,MT5000007422,CREDIT,69709.97,INR,Employer Payroll Pvt Ltd,CP1031359041,IN,NEFT,IN,2026-05-24T04:35:13Z
TXN0005396,MT5000017621,CREDIT,87531.33,INR,Employer Payroll Pvt Ltd,CP7016988514,IN,NEFT,IN,2026-05-24T04:35:13Z
TXN0006099,MT5000020063,CREDIT,112399.72,INR,Employer Payroll Pvt Ltd,CP2113520251,IN,NEFT,IN,2026-05-24T04:35:30Z
TXN0001935,MT5000006523,CREDIT,113439.78,INR,Employer Payroll Pvt Ltd,CP7204650545,IN,NEFT,IN,2026-05-24T04:36:14Z
TXN0003452,MT5000011138,CREDIT,114021.29,INR,Employer Payroll Pvt Ltd,CP1419807848,IN,NEFT,IN,2026-05-24T04:36:26Z
TXN0006390,MT5000020985,CREDIT,51135.25,INR,Employer Payroll Pvt Ltd,CP2276754230,IN,NEFT,IN,2026-05-24T04:36:34Z
TXN0007127,MT5000023098,DEBIT,101941.56,INR,Pillaiyar Infotech,CP9396683490,GB,RTGS,GB,2026-05-24T04:36:37Z
TXN0011926,MT5000039528,CREDIT,135416.91,INR,Employer Payroll Pvt Ltd,CP1331966598,IN,NEFT,IN,2026-05-24T04:36:43Z
TXN0000647,MT5000002230,CREDIT,145171.61,INR,Employer Payroll Pvt Ltd,CP9021872325,IN,NEFT,IN,2026-05-24T04:37:03Z
TXN0010408,MT5000034741,CREDIT,89369.57,INR,Employer Payroll Pvt Ltd,CP4185862734,IN,NEFT,IN,2026-05-24T04:37:16Z
TXN0008805,MT5000028932,CREDIT,113701.25,INR,Employer Payroll Pvt Ltd,CP1752305128,IN,NEFT,IN,2026-05-24T04:37:18Z
TXN0011020,MT5000036440,CREDIT,128489.99,INR,Employer Payroll Pvt Ltd,CP2872357367,IN,NEFT,IN,2026-05-24T04:37:25Z
TXN0011951,MT5000039610,DEBIT,6310.25,INR,FuelPoint,CP7996750713,IN,IMPS,IN,2026-05-24T04:37:27Z
TXN0006844,MT5000022466,CREDIT,40725.52,INR,Employer Payroll Pvt Ltd,CP3300797643,IN,NEFT,IN,2026-05-24T04:37:33Z
TXN0003866,MT5000012403,CREDIT,76789.40,INR,Employer Payroll Pvt Ltd,CP7754511724,IN,NEFT,IN,2026-05-24T04:37:38Z
TXN0006743,MT5000022041,CREDIT,115644.93,INR,Employer Payroll Pvt Ltd,CP5667303509,IN,NEFT,IN,2026-05-24T04:37:39Z
TXN0008845,MT5000029086,CREDIT,81344.80,INR,Employer Payroll Pvt Ltd,CP6794797753,IN,NEFT,IN,2026-05-24T04:37:39Z
TXN0000568,MT5000002040,CREDIT,126246.89,INR,Employer Payroll Pvt Ltd,CP3381395514,IN,NEFT,IN,2026-05-24T04:37:42Z
TXN0009237,MT5000030282,CREDIT,144904.73,INR,Employer Payroll Pvt Ltd,CP6017448931,IN,NEFT,IN,2026-05-24T04:37:43Z
TXN0005436,MT5000017768,CREDIT,106107.77,INR,Employer Payroll Pvt Ltd,CP2401458447,IN,NEFT,IN,2026-05-24T04:37:45Z
TXN0008514,MT5000028018,CREDIT,142283.05,INR,Employer Payroll Pvt Ltd,CP9720285799,IN,NEFT,IN,2026-05-24T04:37:45Z
TXN0006017,MT5000019755,CREDIT,133721.57,INR,Employer Payroll Pvt Ltd,CP6624612861,IN,NEFT,IN,2026-05-24T04:37:53Z
TXN0002326,MT5000007476,CREDIT,82020.20,INR,Employer Payroll Pvt Ltd,CP5614945835,IN,NEFT,IN,2026-05-24T04:38:10Z
TXN0003624,MT5000011442,CREDIT,137436.91,INR,Employer Payroll Pvt Ltd,CP2797622971,IN,NEFT,IN,2026-05-24T04:38:21Z
TXN0012109,MT5000040111,CREDIT,47890.54,INR,Employer Payroll Pvt Ltd,CP5966342017,IN,NEFT,IN,2026-05-24T04:38:23Z
TXN0006155,MT5000020246,CREDIT,85548.90,INR,Employer Payroll Pvt Ltd,CP8019000610,IN,NEFT,IN,2026-05-24T04:38:34Z
TXN0004233,MT5000013598,CREDIT,127998.02,INR,Employer Payroll Pvt Ltd,CP8446604689,IN,NEFT,IN,2026-05-24T04:38:37Z
TXN0005371,MT5000017494,CREDIT,44991.12,INR,Employer Payroll Pvt Ltd,CP3199789570,IN,NEFT,IN,2026-05-24T04:38:41Z
TXN0001551,MT5000005399,DEBIT,23185.76,INR,RentPay Housing,CP9537725542,IN,NEFT,IN,2026-05-24T04:38:57Z
TXN0002405,MT5000007730,CREDIT,97387.37,INR,Employer Payroll Pvt Ltd,CP1956807938,IN,NEFT,IN,2026-05-24T04:38:58Z
TXN0005825,MT5000019030,CREDIT,102888.26,INR,Employer Payroll Pvt Ltd,CP4323437534,IN,NEFT,IN,2026-05-24T04:39:08Z
TXN0010896,MT5000036064,CREDIT,55066.27,INR,Employer Payroll Pvt Ltd,CP5064940252,IN,NEFT,IN,2026-05-24T04:39:28Z
TXN0004807,MT5000015512,CREDIT,88154.27,INR,Employer Payroll Pvt Ltd,CP4197220172,IN,NEFT,IN,2026-05-24T04:39:32Z
TXN0010386,MT5000034585,CREDIT,90027.20,INR,Employer Payroll Pvt Ltd,CP1593866078,IN,NEFT,IN,2026-05-24T04:39:33Z
TXN0010577,MT5000035177,CREDIT,73938.20,INR,Employer Payroll Pvt Ltd,CP4868292466,IN,NEFT,IN,2026-05-24T04:39:33Z
TXN0011662,MT5000038660,CREDIT,89337.70,INR,Employer Payroll Pvt Ltd,CP8161233841,IN,NEFT,IN,2026-05-24T04:39:34Z
TXN0009401,MT5000030838,CREDIT,139932.01,INR,Employer Payroll Pvt Ltd,CP6260407495,IN,NEFT,IN,2026-05-24T04:39:48Z
TXN0003075,MT5000009842,CREDIT,59518.81,INR,Employer Payroll Pvt Ltd,CP9934621789,IN,NEFT,IN,2026-05-24T04:39:49Z
TXN0010520,MT5000035092,CREDIT,56611.37,INR,Employer Payroll Pvt Ltd,CP2293280810,IN,NEFT,IN,2026-05-24T04:39:55Z
TXN0012124,MT5000040143,CREDIT,115498.49,INR,Employer Payroll Pvt Ltd,CP3533560171,IN,NEFT,IN,2026-05-24T04:39:59Z
TXN0005449,MT5000017842,CREDIT,149764.71,INR,Employer Payroll Pvt Ltd,CP1925870637,IN,NEFT,IN,2026-05-24T04:40:06Z
TXN0005339,MT5000017385,CREDIT,40357.82,INR,Employer Payroll Pvt Ltd,CP3694696442,IN,NEFT,IN,2026-05-24T04:40:08Z
TXN0011969,MT5000039695,CREDIT,45224.74,INR,Employer Payroll Pvt Ltd,CP5839418929,IN,NEFT,IN,2026-05-24T04:40:26Z
TXN0003367,MT5000010865,CREDIT,95198.07,INR,Employer Payroll Pvt Ltd,CP6545719354,IN,NEFT,IN,2026-05-24T04:40:35Z
TXN0007845,MT5000025578,CREDIT,77046.94,INR,Employer Payroll Pvt Ltd,CP1478680269,IN,NEFT,IN,2026-05-24T04:40:35Z
TXN0006905,MT5000022612,CREDIT,100899.64,INR,Employer Payroll Pvt Ltd,CP4273986140,IN,NEFT,IN,2026-05-24T04:40:41Z
TXN0002153,MT5000007169,CREDIT,98344.14,INR,Employer Payroll Pvt Ltd,CP1203414538,IN,NEFT,IN,2026-05-24T04:40:44Z
TXN0009938,MT5000032690,CREDIT,42670.82,INR,Employer Payroll Pvt Ltd,CP4033184913,IN,NEFT,IN,2026-05-24T04:40:48Z
TXN0000383,MT5000001426,CREDIT,111730.13,INR,Employer Payroll Pvt Ltd,CP9015003556,IN,NEFT,IN,2026-05-24T04:41:01Z
TXN0008142,MT5000026893,CREDIT,91282.23,INR,Employer Payroll Pvt Ltd,CP6770340239,IN,NEFT,IN,2026-05-24T04:41:15Z
TXN0005541,MT5000018098,CREDIT,103714.10,INR,Employer Payroll Pvt Ltd,CP9780146114,IN,NEFT,IN,2026-05-24T04:41:29Z
TXN0002436,MT5000007872,CREDIT,81821.29,INR,Employer Payroll Pvt Ltd,CP1147209338,IN,NEFT,IN,2026-05-24T04:41:33Z
TXN0009887,MT5000032510,CREDIT,130508.12,INR,Employer Payroll Pvt Ltd,CP9249865784,IN,NEFT,IN,2026-05-24T04:41:38Z
TXN0006554,MT5000021376,CREDIT,59452.90,INR,Employer Payroll Pvt Ltd,CP8670090864,IN,NEFT,IN,2026-05-24T04:42:05Z
TXN0009628,MT5000031661,CREDIT,146379.14,INR,Employer Payroll Pvt Ltd,CP5769329468,IN,NEFT,IN,2026-05-24T04:42:13Z
TXN0009953,MT5000032739,CREDIT,78967.95,INR,Employer Payroll Pvt Ltd,CP1917544762,IN,NEFT,IN,2026-05-24T04:42:17Z
TXN0011148,MT5000036893,CREDIT,80632.87,INR,Employer Payroll Pvt Ltd,CP5013173422,IN,NEFT,IN,2026-05-24T04:42:20Z
TXN0010020,MT5000033050,CREDIT,72351.91,INR,Employer Payroll Pvt Ltd,CP2868040968,IN,NEFT,IN,2026-05-24T04:42:21Z
TXN0010435,MT5000034871,CREDIT,100271.52,INR,Employer Payroll Pvt Ltd,CP1222125529,IN,NEFT,IN,2026-05-24T04:42:40Z
TXN0000832,MT5000002779,CREDIT,84609.95,INR,Employer Payroll Pvt Ltd,CP3882025167,IN,NEFT,IN,2026-05-24T04:42:47Z
TXN0000932,MT5000003354,CREDIT,141580.76,INR,Employer Payroll Pvt Ltd,CP7707854414,IN,NEFT,IN,2026-05-24T04:43:00Z
TXN0001686,MT5000005829,CREDIT,136781.91,INR,Employer Payroll Pvt Ltd,CP3316796568,IN,NEFT,IN,2026-05-24T04:43:01Z
TXN0002567,MT5000008290,CREDIT,52791.43,INR,Employer Payroll Pvt Ltd,CP8631522247,IN,NEFT,IN,2026-05-24T04:43:12Z
TXN0001454,MT5000005178,CREDIT,109806.66,INR,Employer Payroll Pvt Ltd,CP9242240289,IN,NEFT,IN,2026-05-24T04:43:21Z
TXN0008711,MT5000028438,CREDIT,104490.82,INR,Employer Payroll Pvt Ltd,CP1684032163,IN,NEFT,IN,2026-05-24T04:43:21Z
TXN0001992,MT5000006714,CREDIT,136555.26,INR,Employer Payroll Pvt Ltd,CP4158080357,IN,NEFT,IN,2026-05-24T04:43:33Z
TXN0010479,MT5000034956,CREDIT,105187.52,INR,Employer Payroll Pvt Ltd,CP3316039155,IN,NEFT,IN,2026-05-24T04:43:55Z
TXN0004041,MT5000012907,CREDIT,139184.12,INR,Employer Payroll Pvt Ltd,CP3028976016,IN,NEFT,IN,2026-05-24T04:44:27Z
TXN0002922,MT5000009372,CREDIT,48249.55,INR,Employer Payroll Pvt Ltd,CP5751360166,IN,NEFT,IN,2026-05-24T04:44:39Z
TXN0005012,MT5000016254,CREDIT,68669.58,INR,Employer Payroll Pvt Ltd,CP6216905714,IN,NEFT,IN,2026-05-24T04:44:39Z
TXN0011429,MT5000037978,CREDIT,104025.47,INR,Employer Payroll Pvt Ltd,CP9145297996,IN,NEFT,IN,2026-05-24T04:44:40Z
TXN0001167,MT5000003969,CREDIT,104711.46,INR,Employer Payroll Pvt Ltd,CP9574712694,IN,NEFT,IN,2026-05-24T04:44:45Z
TXN0009326,MT5000030521,CREDIT,40659.47,INR,Employer Payroll Pvt Ltd,CP5713526543,IN,NEFT,IN,2026-05-24T04:45:20Z
TXN0003676,MT5000011725,CREDIT,60490.72,INR,Employer Payroll Pvt Ltd,CP4007429005,IN,NEFT,IN,2026-05-24T04:45:47Z
TXN0003744,MT5000011963,CREDIT,123907.32,INR,Employer Payroll Pvt Ltd,CP1941705878,IN,NEFT,IN,2026-05-24T04:45:59Z
TXN0003998,MT5000012822,CREDIT,86258.30,INR,Employer Payroll Pvt Ltd,CP2062047839,IN,NEFT,IN,2026-05-24T04:46:02Z
TXN0010450,MT5000034877,CREDIT,44799.44,INR,Employer Payroll Pvt Ltd,CP5947992530,IN,NEFT,IN,2026-05-24T04:46:06Z
